bmi,adjusted_y_percent
34.811341166828235,4.217603060165247
41.761345641879004,5.170901432424504
29.326664393011058,4.492474794274254
25.267543828300255,6.4864858248904245
37.65071340142513,5.970875744290393
39.094020364016025,4.974957083530914
32.872404593710954,5.703015774836195
45.799926407720484,4.404624541221465
36.63498214531672,5.47720491834226
31.34547534242051,6.463744510066286
26.7322038973327,7.97103284358514
30.973241442893855,5.114606686959535
31.082232206237723,5.430039131774734
24.20436004444644,7.467837352524175
33.143021385088694,5.569000367875113
32.46500093909534,6.5898762948740295
24.49715987433517,6.102726513252968
34.830188598178104,5.471777003003009
29.086029731316657,4.904107804716045
25.285318595246707,5.490756142856902
31.71378424376857,4.350116435241345
33.62698120045754,6.23412266300003
30.848016699227433,6.675545338797493
33.53323051932885,4.937331329457569
28.523915328040744,6.685501881721156
28.808699355617307,6.046124682605736
27.36607344683212,6.173354009259957
34.67065567770481,4.965753312539796
36.60711066901523,3.75460798847198
33.434080247338905,5.511234670676891
27.179836108581767,3.700477424318385
31.678450003514115,5.837337665837751
31.11397449637328,6.40846414265293
22.486986516318865,5.03016864149183
35.54341956855398,6.274497227116825
28.039386770055522,5.569155212499179
33.29058393611394,5.940983965704364
36.532378365111356,5.870922011952689
27.50327879157526,6.215908083133614
39.005436780279894,5.36257307524699
34.23123729866927,6.159093691064496
30.069746788485904,7.4241030826064
28.24407603702378,7.2993209142277555
36.638015474376715,3.6894176828480756
30.646857242044437,4.910407319949861
33.16995925383029,7.839323866381303
40.743719275317964,5.424931970161881
24.532519533480794,5.698704412003264
34.26181847831176,4.543650082889789
30.597390805536445,6.907669701983304
34.391844611327606,5.562200629694218
39.634214859504105,4.975289839586977
33.349141931093264,5.332110660017698
32.447514469910054,6.26152418720985
36.754628903883635,6.491467943453989
33.3612420251935,5.484930060874794
31.755409618051154,5.454976622516725
28.950679065958145,6.633169664253771
31.156967297911997,5.1543637771302055
34.16917803165907,6.266438735924478
25.813241038359404,8.136143846167613
34.89981922018279,4.4320043359281325
31.423459567068157,6.851272113657139
30.442604083414583,4.145784994359736
31.83164726294494,6.602907646363929
32.494832749464486,4.248273232829203
29.799825224383287,5.452277973092794
30.3308446733652,6.5381496147357305
24.096647857782138,7.079671511479128
23.00477007397954,7.627947637806472
32.10861187388765,3.8841068831584007
36.87874819383735,3.941554832344907
29.63399944592604,6.557232275883309
29.724791909202995,7.01436184248458
33.72651379940327,5.782254570134192
43.23751787361347,4.1670420938763755
26.648366112185492,5.20659639937853
26.301228611727765,6.713805463325893
40.25059086939917,6.254135372200005
27.94277036968057,6.194637379095572
30.01521234344227,5.213435603201365
40.064942835467235,6.618933237628034
28.33865160520291,7.378390984741615
25.0334158024071,5.708124379391417
