bmi_group,y_percent
1,4.468851230312703
1,6.669927435487714
1,3.513244126919478
1,6.4419768330213305
1,5.7222668595878226
1,6.242936944516038
1,8.81320081015933
1,9.342241219670981
1,8.249179805823482
1,8.441343081010096
1,7.138868448833116
1,4.445345638818326
1,4.604492195628613
1,5.640515247338362
1,5.465146061888794
1,11.605259748284512
1,8.26884767768766
1,2.675022008891756
1,9.586829922556605
1,5.826394308822849
1,4.014073373010909
1,3.5976474142328936
1,4.32949185224348
1,11.198601846460091
1,10.129657175602182
1,5.215913985974799
1,7.104355502612057
1,7.7359172365231395
1,11.306309147189065
1,2.2271501334350767
1,7.073349572923758
1,4.84087530238083
1,3.495618783608834
1,10.439168948064376
1,7.632624077992908
1,4.595030809736197
1,10.818700969155902
1,10.89300678377641
1,7.629509083894092
1,6.208010420114461
1,5.646134213175953
1,7.623271930573641
1,5.730494222971856
1,3.940757125825499
1,11.385430876167074
1,5.325537843266888
1,3.580053179120384
1,10.465531191308463
1,7.161679316453087
1,3.44272768763951
1,9.640951184848344
1,2.1062768106429535
1,5.77648248059298
1,5.993832965210179
1,2.2007549251006018
1,5.531131971697828
1,8.295308095736512
1,2.9892586829759593
1,3.49772154052853
1,1.6622024270578057
1,8.925835425649991
1,5.913555824941784
1,8.305661200627865
1,6.610752148586381
1,5.916508805811195
1,3.547430427656726
1,5.215640863338052
1,2.307450114658033
1,10.40395957217529
1,8.418847283929392
1,4.8144994481585695
1,7.954946817075652
1,4.139186557098617
1,10.96357671494946
1,10.717277328908812
1,9.445342639306453
1,3.5843841679424813
1,2.1941543230035325
1,8.051067409053248
1,3.7635635998908756
1,6.612252740123425
1,6.998444218754365
1,5.515802483102729
1,3.2015823557566008
1,7.971321518041085
1,7.656865089149865
1,2.8824468451878924
1,2.4086468797172977
1,7.547566227294581
1,9.631938415693606
1,3.0625278388487422
1,2.68302708329237
1,3.1683524226635678
1,7.912406131503285
1,10.718221520157662
1,8.489724492748653
1,6.363196913846198
1,7.785283803841628
1,6.9749411373385986
1,3.3488986281758852
1,4.2673495152636765
1,8.600279285754008
1,3.4772493670944606
1,7.68987296484697
1,10.165530664600656
1,3.2333777296076667
1,7.383252328537855
1,6.2024755696738945
1,10.670957948251974
1,7.687320424124151
1,3.3143749470902764
1,8.582783242286844
1,2.13800279979972
1,9.096033343845793
1,4.0187863712095595
1,11.4649028760055
1,7.5322416621798665
1,6.455456932844422
1,2.7709682828016065
1,4.912016032894458
1,9.115017750328148
1,8.061661375617412
1,6.254734253644504
1,1.5523645076547703
1,6.717313258399151
1,10.204529406410094
1,4.109716428274412
1,8.562850271225406
1,5.405615905136901
1,3.3785875944324153
1,2.9715430322841283
1,2.2102370279233723
1,5.948611382377127
1,7.73054127487551
1,8.206130958556367
1,6.502637753124762
1,3.5313665588931364
1,10.797382441074348
1,8.617270540578742
1,7.465719411498673
1,10.60592022906546
1,6.464347900635806
1,8.881142681098524
1,4.919902545465509
1,8.165337341905351
1,7.375112745710496
1,10.821471425677586
1,6.135516514900041
1,2.435784456658466
1,2.1262063340858717
1,8.83478871935714
1,5.395341462975997
1,5.834979087189738
1,3.3688097565225683
1,7.997865771486573
1,2.1837065702452465
1,7.743713704339164
1,5.42790375070489
1,5.480504355309976
1,3.0808035575846295
1,5.531964601517012
1,8.657892461509418
1,5.061282247649481
1,11.750382945789948
1,8.609490971151267
1,11.066219784477854
1,5.563822330726008
1,7.62503096637789
1,7.0786891619581
1,3.897177922261821
1,8.63617420456178
1,2.8892858562812886
1,10.882497786639506
1,3.9441836133141113
1,9.802647131823155
1,7.166118256728158
1,6.29051760136383
1,6.465498769796766
1,10.80012339001533
1,9.062055686786234
1,8.37217207576634
1,9.796402786268464
1,4.016453241794764
1,4.8449947500565855
1,9.492612565332564
1,0.7535454445625502
1,3.6788508397036868
1,1.9112851784799008
1,6.62256553196375
1,11.084358731086843
1,8.770070646620512
1,2.760726078391376
1,8.488814649645295
1,8.42476085732987
1,4.19943808150344
1,8.137876481958337
1,7.652793598529988
1,5.0582490659146115
1,10.987000875242783
1,4.513955740504036
1,10.95380872750744
1,2.5124455099953713
1,5.3480934556852295
1,4.449563148423218
1,9.229321308798982
1,1.3508162070314502
1,4.316921590350039
1,5.368097475498068
1,2.694820512998464
1,10.583578514997766
1,4.3590309875219075
1,8.288662593286912
1,6.039788367730818
1,3.596599605932557
1,4.169356302434794
1,7.317719797993011
1,8.633962401573237
1,2.948141242617238
1,3.2164305952958037
1,7.774491374360384
1,11.728395527330246
1,8.014850362441933
1,9.101809142572195
1,6.438128418734097
1,7.703594392375282
1,3.693499553865056
1,7.755994254496018
1,8.599174590442724
1,8.06080437333562
1,4.402535770970572
1,2.422087963543965
1,5.287654849116997
1,9.801172239284552
1,6.693162173871232
1,7.924969232630925
1,3.324407275768946
1,6.504703218055496
1,1.3762174579729267
1,2.5781652928477747
1,9.040459008113558
1,9.23586296814244
1,8.735089648929245
1,5.067204219421421
1,8.574608442772925
1,6.244102275945295
1,4.798885699983885
1,3.2130488847617977
1,8.918648057626113
1,9.217686842186394
1,4.320359477854687
1,7.470983494711572
1,8.65295836849389
1,5.076119897816701
1,7.526812408033955
1,7.309025972407184
1,9.065570744146235
1,9.584869526116934
1,5.839982876433041
1,10.158814033578922
1,4.314500775792382
1,7.663533447552256
1,8.890917166756017
1,2.318352878025173
1,8.371839127749004
1,8.765931079238966
1,6.78010994473986
1,4.562796245639474
1,2.656420230118086
1,8.050697575028941
1,9.652373715727574
1,2.4611159016881423
1,9.692985397996752
1,6.199854757858989
1,3.8821989459636317
1,1.226386747013485
1,8.5535510235137
